point 0,(0.22764,-0.00354822,0.411668);
point 1,(0.239514,-0.0284243,0.406859);
point 2,(0.230429,-0.053237,0.397654);
point 3,(0.205706,-0.0634512,0.389445);
point 4,(0.179828,-0.0530836,0.38704);
point 5,(0.167954,-0.0282075,0.391849);
point 6,(0.177039,-0.00339492,0.401054);
point 7,(0.201762,0.00681941,0.409263);
point 8,(0.14967,-0.114101,0.807967);
point 9,(0.164013,-0.144149,0.802159);
point 10,(0.153039,-0.174121,0.79104);
point 11,(0.123176,-0.186459,0.781123);
point 12,(0.0919171,-0.173936,0.778219);
point 13,(0.077574,-0.143887,0.784027);
point 14,(0.0885484,-0.113916,0.795146);
point 15,(0.118412,-0.101578,0.805062);
plane 0,8,9,1;
plane 1,9,10,2;
plane 2,10,11,3;
plane 3,11,12,4;
plane 4,12,13,5;
plane 5,13,14,6;
plane 6,14,15,7;
plane 8,0,7,15;
