point 0,(0.252077,-0.153543,0.053114);
point 1,(0.249273,-0.156541,0.0326241);
point 2,(0.262144,-0.158887,0.0163294);
point 3,(0.283152,-0.159206,0.0137751);
point 4,(0.29999,-0.157312,0.0264575);
point 5,(0.302795,-0.154313,0.0469474);
point 6,(0.289923,-0.151967,0.0632421);
point 7,(0.268915,-0.151648,0.0657964);
point 8,(0.2523,0.0397904,0.022191);
point 9,(0.249495,0.0367919,0.00170112);
point 10,(0.262366,0.0344459,-0.0145936);
point 11,(0.283374,0.0341267,-0.017148);
point 12,(0.300212,0.0360212,-0.00446558);
point 13,(0.303017,0.0390198,0.0160244);
point 14,(0.290145,0.0413658,0.0323191);
point 15,(0.269138,0.041685,0.0348733);
plane 0,8,9,1;
plane 1,9,10,2;
plane 2,10,11,3;
plane 3,11,12,4;
plane 4,12,13,5;
plane 5,13,14,6;
plane 6,14,15,7;
plane 8,0,7,15;
