point 0,(0.179717,-0.141272,0.781346);
point 1,(0.170415,-0.148855,0.861695);
point 2,(0.16083,-0.140182,0.91492);
point 3,(0.149172,-0.231456,0.67969);
point 4,(0.150714,-0.231355,0.864075);
point 5,(0.15104,-0.220484,0.907453);
point 6,(0.139404,-0.0492133,0.781633);
point 7,(0.140256,-0.26722,0.794762);
point 8,(0.130117,-0.0665587,0.859818);
point 9,(0.110652,-0.0796103,0.918561);
point 10,(0.0894686,-0.14485,0.750647);
point 11,(0.0911035,-0.25974,0.899299);
point 12,(0.0793984,-0.265311,0.693309);
point 13,(0.0807628,-0.260882,0.858168);
point 14,(0.0588934,-0.215508,0.653319);
point 15,(0.0490065,-0.011575,0.749827);
point 16,(0.0387263,-0.0517684,0.70004);
point 17,(0.0189371,-0.132104,0.692657);
point 18,(0.0193555,-0.236226,0.700303);
point 19,(0.0202914,-0.287154,0.791437);
point 20,(0.0200915,-0.0474071,0.865066);
point 21,(0.0206258,-0.0603906,0.923642);
point 22,(-0.0012721,-0.0519045,0.700374);
point 23,(-0.0109911,-0.0117792,0.750329);
point 24,(-0.0211033,-0.21578,0.653989);
point 25,(-0.0405967,-0.26572,0.694313);
point 26,(-0.0392323,-0.26129,0.859172);
point 27,(-0.0505257,-0.145326,0.751818);
point 28,(-0.0488908,-0.260217,0.90047);
point 29,(-0.0693403,-0.080223,0.920067);
point 30,(-0.0898739,-0.0673075,0.861658);
point 31,(-0.100586,-0.0500302,0.783641);
point 32,(-0.099734,-0.268037,0.79677);
point 33,(-0.110817,-0.232341,0.681866);
point 34,(-0.109275,-0.232239,0.86625);
point 35,(-0.108949,-0.221369,0.909629);
point 36,(-0.119159,-0.141135,0.917263);
point 37,(-0.129573,-0.149876,0.864205);
point 38,(-0.14027,-0.142361,0.784024);
plane 26,13,11; C5 # 1
plane 28,26,11; C5 # 2
plane 26,19,13; C5 # 3
plane 20,23,30; C5 # 4
plane 30,23,31; C5 # 5
plane 15,22,23; C5 # 6
plane 15,16,22; C5 # 7
plane 17,22,16; C5 # 8
plane 18,24,17; C5 # 9
plane 8,15,20; C5 # 10
plane 6,15,8; C5 # 11
plane 17,14,18; C5 # 12
plane 15,23,20; C5 # 13
plane 29,30,36; C5 # 14
plane 36,30,37; C5 # 15
plane 2,8,9; C5 # 16
plane 1,8,2; C5 # 17
plane 21,20,30; C5 # 18
plane 21,30,29; C5 # 19
plane 8,20,21; C5 # 20
plane 9,8,21; C5 # 21
plane 36,37,35; C5 # 22
plane 35,37,34; C5 # 23
plane 5,1,2; C5 # 24
plane 4,1,5; C5 # 25
plane 35,34,28; C5 # 26
plane 28,34,26; C5 # 27
plane 11,4,5; C5 # 28
plane 13,4,11; C5 # 29
plane 19,7,13; C5 # 30
plane 12,14,3; C5 # 31
plane 18,14,12; C5 # 32
plane 26,32,19; C5 # 33
plane 33,24,25; C5 # 34
plane 25,24,18; C5 # 35
plane 38,33,32; C5 # 36
plane 32,33,25; C5 # 37
plane 7,3,0; C5 # 38
plane 12,3,7; C5 # 39
plane 32,25,19; C5 # 40
plane 25,18,19; C5 # 41
plane 19,12,7; C5 # 42
plane 19,18,12; C5 # 43
plane 34,32,26; C5 # 44
plane 13,7,4; C5 # 45
plane 37,38,34; C5 # 46
plane 32,34,38; C5 # 47
plane 4,0,1; C5 # 48
plane 0,4,7; C5 # 49
plane 23,22,31; C5 # 50
plane 6,16,15; C5 # 51
plane 31,27,38; C5 # 52
plane 22,27,31; C5 # 53
plane 17,27,22; C5 # 54
plane 38,27,33; C5 # 55
plane 24,33,27; C5 # 56
plane 24,27,17; C5 # 57
plane 0,10,6; C5 # 58
plane 6,10,16; C5 # 59
plane 16,10,17; C5 # 60
plane 3,10,0; C5 # 61
plane 10,3,14; C5 # 62
plane 17,10,14; C5 # 63
plane 30,31,37; C5 # 64
plane 38,37,31; C5 # 65
plane 1,6,8; C5 # 66
plane 6,1,0; C5 # 67
