point 0,(0.276478,-0.170137,0.0790987);
point 1,(0.26401,-0.182604,0.0132966);
point 2,(0.254884,-0.191731,0.0262038);
point 3,(0.251543,-0.195072,0.0438354);
point 4,(0.254883,-0.191731,0.0614671);
point 5,(0.26401,-0.182604,0.0743743);
point 6,(0.276478,-0.187769,0.0743743);
point 7,(0.276478,-0.200676,0.0614671);
point 8,(0.276478,-0.2054,0.0438354);
point 9,(0.276478,-0.200676,0.0262038);
point 10,(0.276478,-0.187769,0.0132966);
point 11,(0.276478,-0.170137,0.0085721);
point 12,(0.288945,-0.182604,0.0132966);
point 13,(0.298072,-0.191731,0.0262038);
point 14,(0.301413,-0.195072,0.0438354);
point 15,(0.298072,-0.191731,0.0614671);
point 16,(0.288945,-0.182604,0.0743743);
point 17,(0.294109,-0.170137,0.0743743);
point 18,(0.307017,-0.170137,0.0614671);
point 19,(0.311741,-0.170137,0.0438354);
point 20,(0.307017,-0.170137,0.0262038);
point 21,(0.294109,-0.170137,0.0132966);
point 22,(0.288945,-0.157669,0.0132966);
point 23,(0.298072,-0.148543,0.0262038);
point 24,(0.301413,-0.145202,0.0438354);
point 25,(0.298072,-0.148543,0.0614671);
point 26,(0.288945,-0.157669,0.0743743);
point 27,(0.276478,-0.152505,0.0743743);
point 28,(0.276478,-0.139598,0.0614671);
point 29,(0.276478,-0.134874,0.0438354);
point 30,(0.276478,-0.139598,0.0262038);
point 31,(0.276478,-0.152505,0.0132966);
point 32,(0.26401,-0.157669,0.0132966);
point 33,(0.254884,-0.148543,0.0262038);
point 34,(0.251543,-0.145202,0.0438354);
point 35,(0.254884,-0.148543,0.0614671);
point 36,(0.26401,-0.157669,0.0743743);
point 37,(0.258846,-0.170137,0.0743743);
point 38,(0.245939,-0.170137,0.0614671);
point 39,(0.241214,-0.170137,0.0438354);
point 40,(0.245939,-0.170137,0.0262038);
point 41,(0.258846,-0.170137,0.0132966);
plane 11,1,41;
plane 40,41,1,2;
plane 40,2,3,39;
plane 38,39,3,4;
plane 38,4,5,37;
plane 0,37,5;
plane 0,5,6;
plane 4,7,6,5;
plane 3,8,7,4;
plane 2,9,8,3;
plane 1,10,9,2;
plane 11,10,1;
plane 10,11,12;
plane 9,10,12,13;
plane 8,9,13,14;
plane 7,8,14,15;
plane 6,7,15,16;
plane 0,6,16;
plane 17,0,16;
plane 15,18,17,16;
plane 14,19,18,15;
plane 13,20,19,14;
plane 12,21,20,13;
plane 11,21,12;
plane 21,11,22;
plane 20,21,22,23;
plane 19,20,23,24;
plane 18,19,24,25;
plane 17,18,25,26;
plane 0,17,26;
plane 27,0,26;
plane 25,28,27,26;
plane 24,29,28,25;
plane 23,30,29,24;
plane 22,31,30,23;
plane 11,31,22;
plane 31,11,32;
plane 30,31,32,33;
plane 29,30,33,34;
plane 28,29,34,35;
plane 27,28,35,36;
plane 0,27,36;
plane 37,0,36;
plane 35,38,37,36;
plane 34,39,38,35;
plane 33,40,39,34;
plane 32,41,40,33;
plane 11,41,32;
