point 0,(0.338645,0.170017,0.956801);
point 1,(0.359087,0.163813,0.926522);
point 2,(0.351757,0.158604,0.890574);
point 3,(0.320951,0.157443,0.870014);
point 4,(0.284713,0.161008,0.876885);
point 5,(0.264271,0.167212,0.907163);
point 6,(0.2716,0.17242,0.943112);
point 7,(0.302407,0.173582,0.963672);
point 8,(0.316668,-0.148457,1.00845);
point 9,(0.33711,-0.154661,0.978169);
point 10,(0.329781,-0.159869,0.942221);
point 11,(0.298974,-0.161031,0.92166);
point 12,(0.262736,-0.157466,0.928532);
point 13,(0.242294,-0.151262,0.95881);
point 14,(0.249623,-0.146053,0.994759);
point 15,(0.28043,-0.144892,1.01532);
plane 0,8,9,1;
plane 1,9,10,2;
plane 2,10,11,3;
plane 3,11,12,4;
plane 4,12,13,5;
plane 5,13,14,6;
plane 6,14,15,7;
plane 8,0,7,15;
