point 0,(0.176468,-0.095353,0.273890);
point 1,(0.184172,-0.060643,0.348290);
point 2,(0.200577,0.010062,0.353930);
point 3,(0.166715,-0.095489,0.162060);
point 4,(0.187378,-0.005476,0.214700);
point 5,(0.201359,0.055909,0.273320);
point 6,(0.169889,0.001618,-0.071731);
point 7,(0.166286,-0.006362,0.287190);
point 8,(0.138280,-0.089591,-0.042035);
point 9,(0.159756,0.004328,0.030200);
point 10,(0.146556,-0.011210,-0.109027);
point 11,(0.132602,-0.067795,0.055910);
point 12,(0.119402,-0.083333,-0.083321);
point 13,(0.163389,0.112987,0.253320);
point 14,(0.150639,0.059861,0.335870);
point 15,(0.100175,-0.116171,0.189360);
point 16,(0.142676,0.109255,0.112050);
point 17,(0.126228,0.078092,-0.105574);
point 18,(0.125428,0.076585,-0.013394);
point 19,(0.082123,-0.103607,0.279450);
point 20,(0.092867,-0.055448,0.371450);
point 21,(0.110814,0.055411,-0.131030);
point 22,(0.058961,-0.121458,-0.032396);
point 23,(0.065250,-0.092383,0.063600);
point 24,(0.052051,-0.107921,-0.075628);
point 25,(0.081448,0.072024,0.366930);
point 26,(0.069302,0.020628,0.408290);
point 27,(0.085917,0.093509,0.474720);
point 28,(0.071690,0.118628,0.378450);
point 29,(0.042925,0.041091,0.476740);
point 30,(0.072694,0.169051,0.470410);
point 31,(0.051232,0.077532,0.509950);
point 32,(0.067637,0.148236,0.515590);
point 33,(0.056049,0.138111,0.303780);
point 34,(0.027606,0.094870,-0.135446);
point 35,(0.033280,0.119815,-0.110037);
point 36,(0.033896,0.123944,-0.039450);
point 37,(0.044443,0.172327,0.103550);
point 38,(-0.013668,-0.075557,0.206390);
point 39,(0.046684,0.184269,0.213330);
point 40,(-0.009200,-0.054072,0.314180);
point 41,(0.032926,0.127460,0.327270);
point 42,(-0.001496,-0.019362,0.388580);
point 43,(0.006812,0.017079,0.421790);
point 44,(0.043670,0.175619,0.419280);
point 45,(0.017088,0.147166,0.303590);
point 46,(-0.015517,0.054674,0.476460);
point 47,(0.014253,0.182634,0.470130);
point 48,(-0.007210,0.091114,0.509670);
point 49,(0.009195,0.161818,0.515310);
point 50,(-0.006232,0.136738,0.378070);
point 51,(-0.035435,0.099189,0.366360);
point 52,(-0.047581,0.047793,0.407720);
point 53,(-0.030967,0.120674,0.474150);
point 54,(-0.084313,-0.076229,-0.076292);
point 55,(-0.096884,-0.085238,-0.033155);
point 56,(-0.090595,-0.056164,0.062840);
point 57,(-0.064511,0.096158,-0.131884);
point 58,(-0.068578,0.123367,-0.106523);
point 59,(-0.069377,0.121860,-0.014344);
point 60,(-0.112683,-0.058333,0.278500);
point 61,(-0.101938,-0.010173,0.370500);
point 62,(-0.071610,0.159057,0.111000);
point 63,(-0.133592,-0.061841,0.188220);
point 64,(-0.133845,-0.024476,-0.084555);
point 65,(-0.089859,0.171844,0.252080);
point 66,(-0.102608,0.118718,0.334630);
point 67,(-0.126172,0.052175,-0.110356);
point 68,(-0.140126,-0.004411,0.054580);
point 69,(-0.153929,-0.021679,-0.043459);
point 70,(-0.132453,0.072240,0.028780);
point 71,(-0.141800,0.074057,-0.073249);
point 72,(-0.145404,0.066078,0.285670);
point 73,(-0.183936,-0.013995,0.160360);
point 74,(-0.163273,0.076018,0.212990);
point 75,(-0.149292,0.137403,0.271610);
point 76,(-0.193663,-0.009331,0.272090);
