point 0,(0.130749,-0.079019,-0.000870); 
point 1,(0.122976,-0.030197,-0.016870); 
point 2,(0.123345,0.018936,0.057870); 
point 3,(0.112962,-0.055554,-0.064380); 
point 4,(0.113054,-0.043271,-0.045690); 
point 5,(0.109601,-0.121470,-0.026380); 
point 6,(0.108004,-0.109666,0.072910); 
point 7,(0.110565,-0.037848,0.084560); 
point 8,(0.105669,-0.010274,-0.110160); 
point 9,(0.106105,0.025395,-0.064040); 
point 10,(0.105214,0.019014,-0.033080); 
point 11,(0.105717,0.041220,-0.015570); 
point 12,(0.104095,0.027277,0.036420); 
point 13,(0.095586,-0.022167,-0.129050); 
point 14,(0.080270,-0.125022,-0.066710); 
point 15,(0.084870,0.061366,0.062280); 
point 16,(0.078235,0.036967,-0.146440); 
point 17,(0.077756,0.040508,-0.116650); 
point 18,(0.067538,0.055542,-0.078310); 
point 19,(0.066076,0.040419,-0.036250); 
point 20,(0.056768,-0.003124,-0.152090); 
point 21,(0.058211,0.076957,-0.070940); 
point 22,(0.048106,-0.146537,-0.004240); 
point 23,(0.056749,0.061834,-0.028880); 
point 24,(0.054807,0.050252,0.042970); 
point 25,(0.047331,-0.114888,0.092700); 
point 26,(0.050716,-0.023225,0.102000); 
point 27,(0.047558,0.056322,-0.078730); 
point 28,(0.046095,0.041199,-0.036670); 
point 29,(0.038274,0.038526,-0.147260); 
point 30,(0.037795,0.042068,-0.117480); 
point 31,(0.020328,-0.122682,-0.067960); 
point 32,(0.024929,0.063705,0.061030); 
point 33,(0.015664,-0.019048,-0.130710); 
point 34,(0.005766,-0.006375,-0.112230); 
point 35,(0.006202,0.029295,-0.066110); 
point 36,(0.005311,0.022913,-0.035150); 
point 37,(0.005815,0.045119,-0.017640); 
point 38,(0.004193,0.031176,0.034350); 
point 39,(-0.006921,-0.050875,-0.066860); 
point 40,(-0.006829,-0.038592,-0.048180); 
point 41,(-0.010282,-0.116791,-0.028860); 
point 42,(-0.011879,-0.104987,0.070420); 
point 43,(-0.009318,-0.033169,0.082070); 
point 44,(-0.016887,-0.024738,-0.019770); 
point 45,(-0.016519,0.024395,0.054970); 
point 46,(-0.029095,-0.072780,-0.004180); 
point 47,(0.141722,-0.060744,-0.012940); 
point 48,(0.142226,-0.038539,0.004570); 
point 49,(0.122792,-0.054764,-0.054240); 
point 50,(0.122976,-0.030197,-0.016870); 
point 51,(0.113054,-0.043271,-0.045690); 
point 52,(-0.006829,-0.038592,-0.048180); 
point 53,(-0.017071,-0.049305,-0.057140); 
point 54,(-0.016887,-0.024738,-0.019770); 
point 55,(-0.038102,-0.053726,-0.016670); 
point 56,(-0.037599,-0.031520,0.000850); 
plane 16,20,29; C3 # 1
plane 29,20,33; C3 # 2
plane 18,27,21; C3 # 3
plane 16,29,17; C3 # 4
plane 17,29,30; C3 # 5
plane 18,17,27; C3 # 6
plane 17,30,27; C3 # 7
plane 22,31,14; C2 # 8
plane 28,27,35; C3 # 9
plane 21,27,28; C3 # 10
plane 23,21,28; C3 # 11
plane 42,41,22; C2 # 12
plane 42,22,25; C2 # 13
plane 46,41,42; C2 # 14
plane 43,46,42; C2 # 15
plane 23,28,37; C1 # 16
plane 37,28,36; C1 # 17
plane 28,35,36; C3 # 18
plane 41,31,22; C2 # 19
plane 39,31,41; C2 # 20
plane 46,39,41; C2 # 21
plane 24,23,37; C3 # 22
plane 24,37,38; C3 # 23
plane 34,33,39; C3 # 24
plane 13,20,16; C3 # 25
plane 9,18,19; C3 # 26
plane 19,18,21; C3 # 27
plane 19,21,23; C3 # 28
plane 22,5,6; C2 # 29
plane 25,22,6; C2 # 30
plane 6,5,0; C2 # 31
plane 6,0,7; C2 # 32
plane 11,19,23; C1 # 33
plane 10,19,11; C1 # 34
plane 10,9,19; C3 # 35
plane 22,14,5; C2 # 36
plane 5,14,3; C2 # 37
plane 5,3,0; C2 # 38
plane 11,23,24; C3 # 39
plane 12,11,24; C3 # 40
plane 3,13,8; C3 # 41
plane 38,44,45; C2 # 42
plane 2,1,12; C2 # 43
plane 25,6,7; C2 # 44
plane 25,7,26; C2 # 45
plane 43,42,25; C2 # 46
plane 26,43,25; C2 # 47
plane 45,46,43; C2 # 48
plane 45,44,46; C2 # 49
plane 7,0,2; C2 # 50
plane 0,1,2; C2 # 51
plane 40,39,46; C2 # 52
plane 44,40,46; C2 # 53
plane 0,3,4; C2 # 54
plane 0,4,1; C2 # 55
plane 15,24,32; C2 # 56
plane 15,12,24; C2 # 57
plane 2,12,15; C2 # 58
plane 7,2,15; C2 # 59
plane 7,15,26; C2 # 60
plane 15,32,26; C2 # 61
plane 24,38,32; C2 # 62
plane 32,38,45; C2 # 63
plane 32,45,43; C2 # 64
plane 26,32,43; C2 # 65
plane 34,29,33; C3 # 66
plane 30,29,34; C3 # 67
plane 13,16,8; C3 # 68
plane 8,16,17; C3 # 69
plane 37,44,38; C3 # 70
plane 37,36,44; C3 # 71
plane 12,1,11; C3 # 72
plane 1,10,11; C3 # 73
plane 35,34,39; C3 # 74
plane 35,39,40; C3 # 75
plane 3,8,9; C3 # 76
plane 4,3,9; C3 # 77
plane 35,30,34; C3 # 78
plane 27,30,35; C3 # 79
plane 8,17,9; C3 # 80
plane 9,17,18; C3 # 81
plane 44,35,40; C3 # 82
plane 36,35,44; C3 # 83
plane 4,9,1; C3 # 84
plane 1,9,10; C3 # 85
plane 39,33,31; C3 # 86
plane 33,20,13; C3 # 87
plane 14,13,3; C3 # 88
plane 31,13,14; C3 # 89
plane 31,33,13; C3 # 90
plane 56,54,55; C3 # 91
plane 47,50,48; C3 # 92
plane 54,52,55; C3 # 93
plane 52,53,55; C3 # 94
plane 47,51,50; C3 # 95
plane 47,49,51; C3 # 96
